listing_title,Vendor,Location,In Stock,Coupon Code,Price (USD),Link*,scraping_date
https://keeb-finder.com/keyboards/monsgeek-m1w-75-wireless-keyboard,,US,,-,$135 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m5-full-keyboard,,US,,-5% Code: KEEBFINDER,$140 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m5-full-keyboard,,US/ CA,,-,$122 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m5-full-keyboard,,US,,-,$140 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,US/ CA,,-,$179 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,DE,,-,$186 - $205-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,US,,-5% Code: KEEBFINDER,$190 - $210-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,US/ CA,,-,$199 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,CN,,-,$206 - $226-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,CN,,-,$206 - $226-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q6-pro-full-wireless-keyboard,,Global,,-,$230 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,DE,,-,$186 - $205-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,DE,,-,$186 - $205-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,US,,-5% Code: KEEBFINDER,$190 - $210-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,CN,,-,$206 - $226-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,CN,,-,$206 - $226-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-pro-96-wireless-keyboard,,Global,,-,$230 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q4-pro-60-keyboard-kit,,DE,,-,$171 - $190-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q4-pro-60-keyboard-kit,,US,,-5% Code: KEEBFINDER,$174 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q4-pro-60-keyboard-kit,,CN,,-,$190 - $210-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q4-pro-60-keyboard-kit,,Global,,-,$215 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m3,,US/ CA,,-,$122 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m3,,US,,-5% Code: KEEBFINDER,$125 - $130-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m3,,US,,-,$129 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,US/ CA,,-,$164 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,DE,,-,$175 - $194-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,US,,-5% Code: KEEBFINDER,$179 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,US,,-,$179 - $199-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,CN,,-,$195 - $215-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,CN,,-,$195 - $215-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,Global,,-,$220 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q2-pro-wireless-65-keyboard,,US/ CA,,-,$179 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,US/ CA,,-,$179 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,DE,,-,$190 - $209-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,US,,-5% Code: KEEBFINDER,$194 - $210-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,US/ CA,,-,$199 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,CN,,-,$210 - $230-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,CN,,-,$210 - $230-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q3-pro-wireless-tkl-keyboard,,Global,,-,$235 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,US/ CA,,-,$164 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,DE,,-,$175 - $194-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,US,,-5% Code: KEEBFINDER,$179 - $199-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,US/ CA,,-,$179 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,US,,-,$179 - $199-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,CN,,-,$195 - $215-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,CN,,-,$195 - $215-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q1-pro-wireless-75-keyboard,,Global,,-,$220 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0,,US/ CA,,-,$184 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0,,US,,-5% Code: KEEBFINDER,$190 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0,,US,,-,$195 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0,,Global,,-,$225 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu60-2-0,,Global,,-,$225 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu65-2-0,,US/ CA,,-,$199 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu65-2-0,,US,,-5% Code: KEEBFINDER,$205 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/kbdfans-tofu65-2-0,,US,,-,$210 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/monsgeek-m2-1800-keyboard-kit,,US,,-5% Code: KEEBFINDER,$129 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q12-qmk-96-southpaw-keyboard,,US,,-5% Code: KEEBFINDER,$185 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q12-qmk-96-southpaw-keyboard,,US,,-,$185 - $205-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q12-qmk-96-southpaw-keyboard,,CN,,-,$201 - $221-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q12-qmk-96-southpaw-keyboard,,Global,?,-,$210 - $246- Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q0-plus-qmk-numpad,,US/ CA,,-,$92 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q0-plus-qmk-numpad,,US,,-5% Code: KEEBFINDER,$99 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q0-plus-qmk-numpad,,US,,-,$99 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q0-plus-qmk-numpad,,Global,?,-,$117 - $124- Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v10-qmk-alice-keyboard,,US,,-5% Code: KEEBFINDER,$84 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v10-qmk-alice-keyboard,,CN,,-,$90 - $105-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v10-qmk-alice-keyboard,,DE,,-,$103 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v10-qmk-alice-keyboard,,CN,,-,$105 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v10-qmk-alice-keyboard,,Global,?,-,$109 - $130- Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,US,,-5% Code: KEEBFINDER,$64 - $74-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,US,,-,$64 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,CN,,-,$70 - $95-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,US,,-,$74 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,Global,,-,$85 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,DE,,-,$94 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,UK,,-,$95 - $105-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v2-qmk-65-keyboard,,CN,,-,$95 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,US,,-5% Code: KEEBFINDER,$64 - $74-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,US/ CA,,-,$64 - $74-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,CN,,-,$70 - $95-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,Global,,-,$85 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,DE,,-,$94 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,CN,,-,$95 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,UK,,-,$100 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,US,,-,$64 - $74- Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,US,,-,$64 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v3-qmk-tkl-keyboard,,US,,-,$74 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,US,,-,$184 - $195-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,DE,,-,$191 - $210-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,US,,-5% Code: KEEBFINDER,$195 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,CN,,-,$201 - $221-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,CN,,-,$211 - $231-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q10-qmk-alice-keyboard,,Global,,-,$235 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q9-qmk-40-keyboard,,US,,-,$129 - $139-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q9-qmk-40-keyboard,,US,,-,$134 - $149-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q9-qmk-40-keyboard,,CN,,-,$135 - $165-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q9-qmk-40-keyboard,,US,,-5% Code: KEEBFINDER,$139 - $149-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q9-qmk-40-keyboard,,Global,?,-,$154 - $190- Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,US,,-5% Code: KEEBFINDER,$54 - $79-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,US,,-,$64 - $74-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,US,,-,$64 - $84-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,CN,,-,$70 - $95-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,US/ CA,,-,$74 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,Global,,-,$85 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,DE,,-,$94 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,CN,,-,$95 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,UK,,-,$105 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-v1-qmk-75-keyboard,,US,,-,$74 - Out of stock,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,US,,-,$134 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,DE,,-,$172 - $200-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,US,,-5% Code: KEEBFINDER,$175 - $185-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,US,,-,$175 - $185-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,UK,,-,$180 - $210-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,CN,,-,$181 - $221-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,CN,,-,$191 - $221-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q8-qmk-alice-keyboard,,Global,,-,$225 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,US,,-,$129 - $134-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,US,,-5% Code: KEEBFINDER,$149 -5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,US,,-,$149 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,CN,,-,$155 - $175-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,DE,,-,$156 - $175-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,CN,,-,$159 - $177-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q7-qmk-70-keyboard,,Global,,-,$200 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US/ CA,,-,$144 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US,,-,$159 - $164-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US,,-5% Code: KEEBFINDER,$165 - $175-5% Code: KEEBFINDER,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US,,-,$165 - $175-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,DE,,-,$172 - $200-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US,,-,$174 - $185-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,CN,,-,$181 - $211-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,CN,,-,$191 - $221-,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,Global,,-,$230 -,Visit shop,2024-03-28
https://keeb-finder.com/keyboards/keychron-q5-qmk-96-keyboard,,US/ CA,,-,$179 - Out of stock,Visit shop,2024-03-28
